

building; the#DT#the  chiat#NN#chiat  /#SYM#/  day#NN#day  building#NN#building  is#VBZ#be  a#DT#a  commercial#JJ#commercial  office#NN#office  building#NN#building  located#VVN#locate  in#IN#in  the#DT#the  venice#JJ#venice  neighborhood#NN#neighborhood  of#IN#of  los#NP#los  angeles#NNS#angeles  ,#,#,  california#NN#california  .#SENT#.  built#VVN#build  between#IN#between  1985-1991#CD#@card@  for#IN#for  advertising#NN#advertising  agency#NN#agency  chiat#NN#chiat  /#SYM#/  day#NN#day  as#IN#as  its#PP$#its  west#JJ#west  coast#NN#coast  corporate#JJ#corporate  headquarters#NN#headquarters  ,#,#,  it#PP#it  was#VBD#be  designed#VVN#design  by#IN#by  architect#NN#architect  frank#JJ#frank  gehry#NP#Gehry  .#SENT#.  the#DT#the  building#NN#building  is#VBZ#be  notable#JJ#notable  for#IN#for  the#DT#the  three#CD#three  different#JJ#different  styles#NNS#style  used#VVN#use  in#IN#in  the#DT#the  main#JJ#main  facade#NN#facade  on#IN#on  main#JJ#main  street#NN#street  ,#,#,  particularly#RB#particularly  the#DT#the  massive#JJ#massive  sculpture#NN#sculpture  of#IN#of  binoculars#NNS#binoculars  that#WDT#that  function#VVP#function  as#IN#as  both#CC#both  a#DT#a  car#NN#car  and#CC#and  pedestrian#JJ#pedestrian  entrance#NN#entrance  .#SENT#. 

bulb; a#DT#a  bulb#NN#bulb  is#VBZ#be  a#DT#a  short#JJ#short  stem#NN#stem  with#IN#with  fleshy#JJ#fleshy  leaves#NNS#leave  or#CC#or  leaf#NN#leaf  bases#NNS#base  .#SENT#.  the#DT#the  leaves#VVZ#leave  often#RB#often  function#VV#function  as#IN#as  food#NN#food  storage#NN#storage  organs#NNS#organ  during#IN#during  dormancy#NN#dormancy  .#SENT#.  a#DT#a  bulb#NN#bulb  's#POS#'s  leaf#NN#leaf  bases#NNS#base  generally#RB#generally  do#VVP#do  not#RB#not  support#VV#support  leaves#NNS#leave  ,#,#,  but#CC#but  contain#VV#contain  food#NN#food  reserves#NNS#reserve  to#TO#to  enable#VV#enable  the#DT#the  plant#NN#plant  to#TO#to  survive#VV#survive  adverse#JJ#adverse  conditions#NNS#condition  .#SENT#.  the#DT#the  leaf#NN#leaf  bases#NNS#base  may#MD#may  resemble#VV#resemble  scales#NNS#scale  ,#,#,  or#CC#or  they#PP#they  may#MD#may  overlap#VV#overlap  and#CC#and  surround#VVP#surround  the#DT#the  center#NN#center  of#IN#of  the#DT#the  bulb#NN#bulb  as#IN#as  with#IN#with  the#DT#the  onion#NN#onion  .#SENT#.  a#DT#a  modified#VVN#modify  stem#NN#stem  forms#NNS#form  the#DT#the  base#NN#base  of#IN#of  the#DT#the  bulb#NN#bulb  ,#,#,  and#CC#and  plant#NN#plant  growth#NN#growth  occurs#VVZ#occur  from#IN#from  this#DT#this  basal#JJ#basal  plate#NN#plate  .#SENT#. 

bull; a#DT#a  bull#NN#bull  is#VBZ#be  an#DT#an  intact#JJ#intact  adult#NN#adult  male#NN#male  of#IN#of  the#DT#the  species#NN#species  bos#NNS#bos  taurus#NN#taurus  .#SENT#.  more#RBR#more  muscular#JJ#muscular  and#CC#and  aggressive#JJ#aggressive  than#IN#than  the#DT#the  female#NN#female  of#IN#of  the#DT#the  species#NN#species  ,#,#,  the#DT#the  cow#NN#cow  ,#,#,  the#DT#the  bull#NN#bull  has#VHZ#have  long#RB#long  been#VBN#be  an#DT#an  important#JJ#important  symbol#NN#symbol  in#IN#in  many#JJ#many  cultures#NNS#culture  ,#,#,  and#CC#and  plays#VVZ#play  a#DT#a  significant#JJ#significant  role#NN#role  in#IN#in  both#DT#both  beef#NN#beef  and#CC#and  dairy#NN#dairy  farming#NN#farming  ,#,#,  and#CC#and  in#IN#in  a#DT#a  variety#NN#variety  of#IN#of  other#JJ#other  cultural#JJ#cultural  activities#NNS#activity  .#SENT#.  ciutule#NN#ciutule  %#NN#% 

bullet; a#DT#a  bullet#NN#bullet  is#VBZ#be  a#DT#a  projectile#NN#projectile  propelled#VVN#propel  by#IN#by  a#DT#a  firearm#NN#firearm  ,#,#,  sling#NN#sling  ,#,#,  or#CC#or  air#NN#air  gun#NN#gun  .#SENT#.  bullets#NNS#bullet  do#VVP#do  not#RB#not  normally#RB#normally  contain#VV#contain  explosives#NNS#explosive  ,#,#,  but#CC#but  damage#VV#damage  the#DT#the  intended#VVN#intend  target#NN#target  by#IN#by  impact#NN#impact  and#CC#and  penetration#NN#penetration  .#SENT#.  the#DT#the  word#NN#word  bullet#NN#bullet  is#VBZ#be  sometimes#RB#sometimes  used#VVN#use  to#TO#to  refer#VV#refer  to#TO#to  ammunition#NN#ammunition  generally#RB#generally  ,#,#,  or#CC#or  to#TO#to  a#DT#a  cartridge#NN#cartridge  ,#,#,  which#WDT#which  is#VBZ#be  a#DT#a  combination#NN#combination  of#IN#of  the#DT#the  bullet#NN#bullet  ,#,#,  case#NN#case  /#SYM#/  shell#NN#shell  ,#,#,  powder#NN#powder  ,#,#,  and#CC#and  primer#JJR#prime  .#SENT#. 

bullfrog; the#DT#the  american#JJ#American  bullfrog#NN#bullfrog  (#(#(  rana#NP#Rana  catesbeiana#NP#catesbeiana  )#)#)  ,#,#,  often#RB#often  simply#RB#simply  known#VVN#know  as#IN#as  the#DT#the  bullfrog#NN#bullfrog  in#IN#in  the#DT#the  united#VVN#unite  states#NNS#state  ,#,#,  is#VBZ#be  an#DT#an  aquatic#JJ#aquatic  frog#NN#frog  ,#,#,  a#DT#a  member#NN#member  of#IN#of  the#DT#the  family#NN#family  ranidae#NNS#ranidae  ,#,#,  or#CC#or  u201ctrue#NN#u201ctrue  frogsu201d#NNS#frogsu201d  ,#,#,  native#JJ#native  to#TO#to  much#JJ#much  of#IN#of  north#JJ#north  america#NN#america  .#SENT#.  this#DT#this  is#VBZ#be  a#DT#a  frog#NN#frog  of#IN#of  larger#JJR#large  ,#,#,  permanent#JJ#permanent  water#NN#water  bodies#NNS#body  ,#,#,  swamps#NNS#swamp  ,#,#,  ponds#NNS#pond  ,#,#,  lakes#NNS#lake  ,#,#,  where#WRB#where  it#PP#it  is#VBZ#be  usually#RB#usually  found#VVN#find  along#IN#along  the#DT#the  water#NN#water  's#POS#'s  edge#NN#edge  .#SENT#.  on#IN#on  rainy#JJ#rainy  nights#NNS#night  ,#,#,  bullfrogs#NNS#bullfrog  along#IN#along  with#IN#with  many#JJ#many  other#JJ#other  amphibians#NNS#amphibian  ,#,#,  go#VV#go  overland#RB#overland  and#CC#and  may#MD#may  be#VB#be  seen#VVN#see  in#IN#in  numbers#NNS#number  on#IN#on  country#NN#country  roads#NNS#road  .#SENT#.  american#NN#American  bullfrogs#NNS#bullfrog  live#VVP#live  longer#RBR#longer  in#IN#in  warm#JJ#warm  weather#NN#weather  .#SENT#. 

burl; a#DT#a  burl#NN#burl  (#(#(  american#JJ#American  english#NN#English  )#)#)  or#CC#or  bur#VV#bur  or#CC#or  burr#VV#burr  (#(#(  british#JJ#British  english#NN#English  )#)#)  is#VBZ#be  a#DT#a  tree#NN#tree  growth#NN#growth  in#IN#in  which#WDT#which  the#DT#the  grain#NN#grain  has#VHZ#have  grown#VVN#grow  in#IN#in  a#DT#a  deformed#VVN#deform  manner#NN#manner  .#SENT#.  it#PP#it  is#VBZ#be  commonly#RB#commonly  found#VVN#find  in#IN#in  the#DT#the  form#NN#form  of#IN#of  a#DT#a  rounded#JJ#rounded  outgrowth#NN#outgrowth  on#IN#on  a#DT#a  tree#NN#tree  trunk#NN#trunk  or#CC#or  branch#NN#branch  that#WDT#that  is#VBZ#be  filled#VVN#fill  with#IN#with  small#JJ#small  knots#NNS#knot  from#IN#from  dormant#JJ#dormant  buds#NNS#bud  .#SENT#.  a#DT#a  burl#NN#burl  results#NNS#result  from#IN#from  a#DT#a  tree#NN#tree  undergoing#VVG#undergo  some#DT#some  form#NN#form  of#IN#of  stress#NN#stress  .#SENT#.  it#PP#it  may#MD#may  be#VB#be  environmental#JJ#environmental  or#CC#or  introduced#VVN#introduce  by#IN#by  humans#NNS#human  .#SENT#. 

bus; a#DT#a  bus#NN#bus  (#(#(  archaically#RB#archaically  also#RB#also  omnibus#JJ#omnibus  ,#,#,  multibus#NN#multibus  ,#,#,  or#CC#or  autobus#NN#autobus  )#)#)  is#VBZ#be  a#DT#a  road#NN#road  vehicle#NN#vehicle  designed#VVN#design  to#TO#to  carry#VV#carry  passengers#NNS#passenger  .#SENT#.  buses#NNS#bus  have#VHP#have  a#DT#a  capacity#NN#capacity  as#IN#as  high#JJ#high  as#IN#as  300#CD#@card@  passengers#NNS#passenger  .#SENT#.  buses#NNS#bus  are#VBP#be  widely#RB#widely  used#VVN#use  public#JJ#public  transportation#NN#transportation  .#SENT#.  the#DT#the  most#RBS#most  common#JJ#common  type#NN#type  of#IN#of  bus#NN#bus  is#VBZ#be  the#DT#the  single-decker#NN#single-decker  bus#NN#bus  ,#,#,  with#IN#with  larger#JJR#large  loads#NNS#load  carried#VVN#carry  by#IN#by  double-decker#JJ#double-decker  buses#NNS#bus  and#CC#and  articulated#VVN#articulate  buses#NNS#bus  ,#,#,  and#CC#and  smaller#JJR#small  loads#NNS#load  carried#VVN#carry  by#IN#by  midibuses#NNS#midibuses  and#CC#and  minibuses#NNS#minibus  .#SENT#.  a#DT#a  luxury#NN#luxury  ,#,#,  long#JJ#long  distance#NN#distance  bus#NN#bus  is#VBZ#be  called#VVN#call  a#DT#a  coach#NN#coach  .#SENT#. 

butterfly; a#DT#a  butterfly#NN#butterfly  is#VBZ#be  a#DT#a  mainly#RB#mainly  day-flying#JJ#day-flying  insect#NN#insect  of#IN#of  the#DT#the  order#NN#order  lepidoptera#NN#lepidoptera  ,#,#,  the#DT#the  butterflies#NNS#butterfly  and#CC#and  moths#NNS#moth  .#SENT#.  like#IN#like  other#JJ#other  holometabolous#JJ#holometabolous  insects#NNS#insect  ,#,#,  the#DT#the  butterfly#NN#butterfly  's#POS#'s  life#NN#life  cycle#NN#cycle  consists#VVZ#consist  of#IN#of  four#CD#four  parts#NNS#part  ,#,#,  egg#NN#egg  ,#,#,  larva#NN#larva  ,#,#,  pupa#NN#pupa  and#CC#and  adult#NN#adult  .#SENT#.  most#JJS#most  species#NNS#specie  are#VBP#be  diurnal#JJ#diurnal  .#SENT#.  butterflies#NNS#butterfly  have#VHP#have  large#JJ#large  ,#,#,  often#RB#often  brightly#RB#brightly  coloured#VVN#colour  wings#NNS#wing  ,#,#,  and#CC#and  conspicuous#JJ#conspicuous  ,#,#,  fluttering#VVG#flutter  flight#NN#flight  .#SENT#.  butterflies#NNS#butterfly  comprise#VVP#comprise  the#DT#the  true#JJ#true  butterflies#NNS#butterfly  ,#,#,  the#DT#the  skippers#NNS#skipper  and#CC#and  the#DT#the  moth-butterflies#NNS#moth-butterflies  .#SENT#.  all#PDT#all  the#DT#the  many#JJ#many  other#JJ#other  families#NNS#family  within#IN#within  the#DT#the  lepidoptera#NNS#lepidoptera  are#VBP#be  referred#VVN#refer  to#TO#to  as#IN#as  moths#NNS#moth  .#SENT#. 

button; ,#,#,  a#DT#a  button#NN#button  is#VBZ#be  small#JJ#small  fastener#NN#fastener  ,#,#,  most#RBS#most  commonly#RB#commonly  made#VVN#make  of#IN#of  plastic#NN#plastic  ,#,#,  but#CC#but  also#RB#also  frequently#RB#frequently  of#IN#of  seashell#NN#seashell  ,#,#,  which#WDT#which  secures#VVZ#secure  two#CD#two  pieces#NNS#piece  of#IN#of  fabric#NN#fabric  together#RB#together  .#SENT#.  in#IN#in  archaeology#NN#archaeology  ,#,#,  a#DT#a  button#NN#button  can#MD#can  be#VB#be  a#DT#a  significant#JJ#significant  artifact#NN#artifact  .#SENT#.  in#IN#in  the#DT#the  applied#VVN#apply  arts#NNS#art  and#CC#and  in#IN#in  craft#NN#craft  ,#,#,  a#DT#a  button#NN#button  can#MD#can  be#VB#be  an#DT#an  example#NN#example  of#IN#of  folk#NN#folk  art#NN#art  ,#,#,  studio#NN#studio  craft#NN#craft  ,#,#,  or#CC#or  even#RB#even  a#DT#a  miniature#JJ#miniature  work#NN#work  of#IN#of  art#NN#art  .#SENT#.  buttons#NNS#button  are#VBP#be  most#RBS#most  often#RB#often  attached#VVN#attach  to#TO#to  articles#NNS#article  of#IN#of  clothing#NN#clothing  but#CC#but  can#MD#can  also#RB#also  be#VB#be  used#VVN#use  on#IN#on  containers#NNS#container  such#JJ#such  as#IN#as  wallets#NNS#wallet  and#CC#and  bags#NNS#bag  .#SENT#. 

cabbage; cabbage#NN#cabbage  is#VBZ#be  a#DT#a  popular#JJ#popular  cultivar#NN#cultivar  of#IN#of  the#DT#the  species#NN#species  brassica#NN#brassica  oleracea#NN#oleracea  linne#NN#linne  (#(#(  capitata#NN#capitata  group#NN#group  )#)#)  of#IN#of  the#DT#the  family#NN#family  brassicaceae#NNS#brassicaceae  (#(#(  or#CC#or  cruciferae#NNS#cruciferae  )#)#)  and#CC#and  is#VBZ#be  used#VVN#use  as#IN#as  a#DT#a  leafy#JJ#leafy  green#JJ#green  vegetable#NN#vegetable  .#SENT#.  it#PP#it  is#VBZ#be  a#DT#a  herbaceous#JJ#herbaceous  ,#,#,  biennial#JJ#biennial  ,#,#,  dicotyledonous#JJ#dicotyledonous  flowering#JJ#flowering  plant#NN#plant  distinguished#VVN#distinguish  by#IN#by  a#DT#a  short#JJ#short  stem#NN#stem  upon#IN#upon  which#WDT#which  is#VBZ#be  crowded#VVN#crowd  a#DT#a  mass#NN#mass  of#IN#of  leaves#NNS#leave  ,#,#,  usually#RB#usually  green#JJ#green  but#CC#but  in#IN#in  some#DT#some  varieties#NNS#variety  red#JJ#red  or#CC#or  purplish#JJ#purplish  ,#,#,  which#WDT#which  while#IN#while  immature#JJ#immature  form#NN#form  a#DT#a  characteristic#JJ#characteristic  compact#NN#compact  ,#,#,  globular#JJ#globular  cluster#NN#cluster  (#(#(  cabbagehead#NN#cabbagehead  )#)#)  .#SENT#. 

cable; a#DT#a  cable#NN#cable  is#VBZ#be  two#CD#two  or#CC#or  more#JJR#more  wires#NNS#wire  running#VVG#run  side#NN#side  by#IN#by  side#NN#side  and#CC#and  bonded#VVN#bond  ,#,#,  twisted#VVN#twist  or#CC#or  braided#VVN#braid  together#RB#together  to#TO#to  form#VV#form  a#DT#a  single#JJ#single  assembly#NN#assembly  .#SENT#.  in#IN#in  mechanics#NNS#mechanic  cables#NNS#cable  ,#,#,  otherwise#RB#otherwise  known#VVN#know  as#IN#as  wire#NN#wire  ropes#NNS#rope  ,#,#,  are#VBP#be  used#VVN#use  for#IN#for  lifting#NN#lifting  ,#,#,  hauling#VVG#haul  and#CC#and  towing#VVG#tow  or#CC#or  conveying#VVG#convey  force#NN#force  through#IN#through  tension#NN#tension  .#SENT#.  in#IN#in  electrical#JJ#electrical  engineering#NN#engineering  cables#NNS#cable  used#VVN#use  to#TO#to  carry#VV#carry  electric#JJ#electric  currents#NNS#current  .#SENT#.  an#DT#an  optical#JJ#optical  cable#NN#cable  contains#VVZ#contain  one#CD#one  or#CC#or  more#JJR#more  optical#JJ#optical  fibers#NNS#fiber  in#IN#in  a#DT#a  protective#JJ#protective  jacket#NN#jacket  that#WDT#that  supports#VVZ#support  the#DT#the  fibers#NNS#fiber  .#SENT#. 

caboose; a#DT#a  caboose#NN#caboose  is#VBZ#be  a#DT#a  manned#VVD#man  north#RB#north  american#JJ#American  rail#NN#rail  transport#NN#transport  vehicle#NN#vehicle  coupled#VVN#couple  at#IN#at  the#DT#the  end#NN#end  of#IN#of  a#DT#a  freight#NN#freight  train#NN#train  .#SENT#.  although#IN#although  cabooses#NNS#caboose  were#VBD#be  once#RB#once  used#VVN#use  on#IN#on  nearly#RB#nearly  every#DT#every  freight#NN#freight  train#NN#train  ,#,#,  their#PP$#their  use#NN#use  has#VHZ#have  declined#VVN#decline  and#CC#and  they#PP#they  are#VBP#be  seldom#RB#seldom  seen#VVN#see  on#IN#on  trains#NNS#train  ,#,#,  except#IN#except  on#IN#on  locals#NNS#local  and#CC#and  smaller#JJR#small  railroads#NNS#railroad  .#SENT#. 

camel; a#DT#a  camel#NN#camel  is#VBZ#be  an#DT#an  even-toed#JJ#even-toed  ungulate#NN#ungulate  within#IN#within  the#DT#the  genus#NN#genus  camelus#NN#camelus  ,#,#,  bearing#VVG#bear  distinctive#JJ#distinctive  fatty#JJ#fatty  deposits#NNS#deposit  ,#,#,  known#VVN#know  as#IN#as  humps#NNS#hump  ,#,#,  on#IN#on  its#PP$#its  back#NN#back  .#SENT#.  there#EX#there  are#VBP#be  two#CD#two  species#NNS#specie  of#IN#of  camels#NNS#camel  :#:#:  the#DT#the  dromedary#NN#dromedary  or#CC#or  arabian#JJ#Arabian  camel#NN#camel  has#VHZ#have  a#DT#a  single#JJ#single  hump#NN#hump  ,#,#,  and#CC#and  the#DT#the  bactrian#JJ#Bactrian  camel#NN#camel  has#VHZ#have  two#CD#two  humps#NNS#hump  .#SENT#.  dromedaries#NNS#dromedary  are#VBP#be  native#JJ#native  to#TO#to  the#DT#the  dry#JJ#dry  desert#NN#desert  areas#NNS#area  of#IN#of  west#JJ#west  asia#NN#Asia  ,#,#,  and#CC#and  bactrian#JJ#Bactrian  camels#NNS#camel  are#VBP#be  native#JJ#native  to#TO#to  central#JJ#central  and#CC#and  east#JJ#east  asia#NN#Asia  .#SENT#.  both#DT#both  species#NNS#specie  are#VBP#be  domesticated#VVN#domesticate  they#PP#they  provide#VV#provide  milk#NN#milk  and#CC#and  meat#NN#meat  ,#,#,  and#CC#and  are#VBP#be  beasts#NNS#beast  of#IN#of  burden#NN#burden  .#SENT#. 

candle; a#DT#a  candle#NN#candle  is#VBZ#be  a#DT#a  solid#JJ#solid  block#NN#block  of#IN#of  fuel#NN#fuel  and#CC#and  an#DT#an  embedded#VVN#embed  wick#NN#wick  ,#,#,  which#WDT#which  is#VBZ#be  lit#VVN#light  to#TO#to  provide#VV#provide  light#NN#light  ,#,#,  and#CC#and  sometimes#RB#sometimes  heat#NN#heat  .#SENT#.  today#NN#today  ,#,#,  most#JJS#most  candles#NNS#candle  are#VBP#be  made#VVN#make  from#IN#from  paraffin#NN#paraffin  .#SENT#.  candles#NNS#candle  can#MD#can  also#RB#also  be#VB#be  made#VVN#make  from#IN#from  beeswax#NN#beeswax  ,#,#,  soy#NN#soy  and#CC#and  other#JJ#other  plant#NN#plant  waxes#NNS#wax  ,#,#,  and#CC#and  tallow#VV#tallow  (#(#(  a#DT#a  by-product#NN#by-product  of#IN#of  beef-fat#JJ#beef-fat  rendering#NN#rendering  )#)#)  .#SENT#.  gel#NN#gel  candles#NNS#candle  are#VBP#be  made#VVN#make  from#IN#from  a#DT#a  mixture#NN#mixture  of#IN#of  paraffin#NN#paraffin  and#CC#and  plastic#NN#plastic  .#SENT#.  a#DT#a  candle#NN#candle  manufacturer#NN#manufacturer  is#VBZ#be  traditionally#RB#traditionally  known#VVN#know  as#IN#as  a#DT#a  chandler#NN#chandler  .#SENT#. 

cannon; a#DT#a  cannon#NN#cannon  is#VBZ#be  any#DT#any  piece#NN#piece  of#IN#of  artillery#NN#artillery  that#WDT#that  uses#VVZ#use  gunpowder#NN#gunpowder  or#CC#or  other#JJ#other  usually#RB#usually  explosive-based#JJ#explosive-based  propellants#NNS#propellant  to#TO#to  launch#VV#launch  a#DT#a  projectile#NN#projectile  .#SENT#.  cannon#NN#cannon  vary#VVP#vary  in#IN#in  caliber#NN#caliber  ,#,#,  range#NN#range  ,#,#,  mobility#NN#mobility  ,#,#,  rate#NN#rate  of#IN#of  fire#NN#fire  ,#,#,  angle#NN#angle  of#IN#of  fire#NN#fire  ,#,#,  and#CC#and  firepower#NN#firepower  different#JJ#different  forms#NNS#form  of#IN#of  cannon#NN#cannon  combine#VV#combine  and#CC#and  balance#VV#balance  these#DT#these  attributes#NNS#attribute  in#IN#in  varying#VVG#vary  degrees#NNS#degree  ,#,#,  depending#VVG#depend  on#IN#on  their#PP$#their  intended#JJ#intended  use#NN#use  on#IN#on  the#DT#the  battlefield#NN#battlefield  .#SENT#.  the#DT#the  word#NN#word  cannon#NN#cannon  is#VBZ#be  derived#VVN#derive  from#IN#from  several#JJ#several  languages#NNS#language  ,#,#,  in#IN#in  which#WDT#which  the#DT#the  original#JJ#original  definition#NN#definition  can#MD#can  usually#RB#usually  be#VB#be  translated#VVN#translate  as#IN#as  tube#NN#tube  ,#,#,  cane#NN#cane  ,#,#,  or#CC#or  reed#NN#reed  .#SENT#. 

canoe; a#DT#a  canoe#NN#canoe  or#CC#or  canadian#JJ#Canadian  canoe#NN#canoe  is#VBZ#be  a#DT#a  small#JJ#small  narrow#JJ#narrow  boat#NN#boat  ,#,#,  typically#RB#typically  human-powered#JJ#human-powered  ,#,#,  though#IN#though  it#PP#it  may#MD#may  also#RB#also  be#VB#be  powered#VVN#power  by#IN#by  sails#NNS#sail  or#CC#or  small#JJ#small  electric#JJ#electric  or#CC#or  gas#NN#gas  motors#NNS#motor  .#SENT#.  canoes#NNS#canoe  usually#RB#usually  are#VBP#be  pointed#VVN#point  at#IN#at  both#DT#both  bow#NN#bow  and#CC#and  stern#JJ#stern  and#CC#and  are#VBP#be  normally#RB#normally  open#JJ#open  on#IN#on  top#NN#top  ,#,#,  but#CC#but  can#MD#can  be#VB#be  decked#VVN#deck  over#IN#over  (#(#(  i.e.#FW#i.e.  covered#VVN#cover  ,#,#,  similar#JJ#similar  to#TO#to  a#DT#a  kayak#NN#kayak  )#)#)  .#SENT#.  in#IN#in  its#PP$#its  human-powered#JJ#human-powered  form#NN#form  ,#,#,  the#DT#the  canoe#NN#canoe  is#VBZ#be  propelled#VVN#propel  by#IN#by  the#DT#the  use#NN#use  of#IN#of  paddles#NNS#paddle  ,#,#,  usually#RB#usually  by#IN#by  two#CD#two  people#NNS#people  .#SENT#.  paddlers#NNS#paddler  face#VVP#face  in#IN#in  the#DT#the  direction#NN#direction  of#IN#of  travel#NN#travel  ,#,#,  either#CC#either  seated#VVN#seat  on#IN#on  supports#NNS#support  in#IN#in  the#DT#the  hull#NN#hull  ,#,#,  or#CC#or  kneeling#VVG#kneel  directly#RB#directly  upon#IN#upon  the#DT#the  hull#NN#hull  .#SENT#. 

cap; a#DT#a  cap#NN#cap  is#VBZ#be  a#DT#a  form#NN#form  of#IN#of  headgear#NN#headgear  .#SENT#.  caps#NNS#cap  have#VHP#have  crowns#NNS#crown  that#WDT#that  fit#VVP#fit  very#RB#very  close#VV#close  to#TO#to  the#DT#the  head#NN#head  and#CC#and  have#VHP#have  no#DT#no  brim#NN#brim  or#CC#or  only#RB#only  a#DT#a  visor#NN#visor  .#SENT#.  they#PP#they  are#VBP#be  typically#RB#typically  designed#VVN#design  for#IN#for  warmth#NN#warmth  and#CC#and  ,#,#,  when#WRB#when  including#VVG#include  a#DT#a  visor#NN#visor  ,#,#,  blocking#VVG#block  sunlight#NN#sunlight  from#IN#from  the#DT#the  eyes#NNS#eye  .#SENT#.  they#PP#they  come#VVP#come  in#IN#in  many#JJ#many  shapes#NNS#shape  and#CC#and  sizes#NNS#size 

captain; vampirates#NNS#vampirates  :#:#:  blood#NN#blood  captain#NN#captain  is#VBZ#be  a#DT#a  novel#NN#novel  written#VVN#write  by#IN#by  the#DT#the  british#JJ#British  author#NN#author  justin#NN#justin  somper#NN#somper  .#SENT#.  it#PP#it  is#VBZ#be  a#DT#a  follow#VVP#follow  up#RP#up  to#TO#to  vampirates#NNS#vampirates  :#:#:  tide#NN#tide  of#IN#of  terror#NN#terror  .#SENT#. 

car; cu00e1u00f1ar#NN#cu00e1u00f1ar  is#VBZ#be  a#DT#a  small#JJ#small  village#NN#village  in#IN#in  the#DT#the  alpujarras#NNS#alpujarras  comarca#NN#comarca  of#IN#of  the#DT#the  province#NN#province  of#IN#of  granada#NN#granada  in#IN#in  spain#NN#spain  .#SENT#.  it#PP#it  is#VBZ#be  located#VVN#locate  a#DT#a  few#JJ#few  kilometres#NNS#kilometre  north#RB#north  of#IN#of  the#DT#the  road#NN#road  from#IN#from  u00d3rgiva#NN#u00d3rgiva  to#TO#to  pampaneira#NN#pampaneira  and#CC#and  the#DT#the  high#JJ#high  alpujarras#NNS#alpujarras  .#SENT#.  the#DT#the  gr#NN#Gr  7#CD#7  long-distance#NN#long-distance  footpath#NN#footpath  ,#,#,  following#VVG#follow  the#DT#the  ancient#JJ#ancient  highway#NN#highway  through#IN#through  the#DT#the  alpujarras#NNS#alpujarras  ,#,#,  runs#VVZ#run  through#IN#through  the#DT#the  village#NN#village  .#SENT#.  the#DT#the  area#NN#area  of#IN#of  the#DT#the  municipality#NN#municipality  is#VBZ#be  26#CD#@card@  kmu00b2#NN#kmu00b2  .#SENT#.  ,#,#,  and#CC#and  it#PP#it  is#VBZ#be  located#VVN#locate  at#IN#at  a#DT#a  height#NN#height  of#IN#of  1014#CD#@card@  metres#NNS#metre  above#IN#above  sea#NN#sea  level#NN#level  .#SENT#. 

caravel; a#DT#a  caravel#NN#caravel  is#VBZ#be  a#DT#a  small#JJ#small  ,#,#,  highly#RB#highly  maneuverable#JJ#maneuverable  sailing#NN#sailing  ship#NN#ship  developed#VVN#develop  in#IN#in  the#DT#the  15th#JJ#15th  century#NN#century  by#IN#by  the#DT#the  portuguese#NN#Portuguese  to#TO#to  explore#VV#explore  along#IN#along  the#DT#the  west#JJ#west  african#NN#african  coast#NN#coast  and#CC#and  into#IN#into  the#DT#the  atlantic#JJ#Atlantic  ocean#NN#ocean  .#SENT#.  the#DT#the  lateen#JJ#lateen  sails#NNS#sail  gave#VVD#give  her#PP$#her  speed#NN#speed  and#CC#and  the#DT#the  capacity#NN#capacity  for#IN#for  sailing#NN#sailing  to#TO#to  windward#NN#windward  .#SENT#.  caravels#NNS#caravel  were#VBD#be  much#RB#much  used#VVN#use  by#IN#by  the#DT#the  portuguese#NN#Portuguese  for#IN#for  the#DT#the  oceanic#JJ#oceanic  exploration#NN#exploration  voyages#NNS#voyage  during#IN#during  the#DT#the  16th#JJ#16th  and#CC#and  17th#JJ#17th  centuries#NNS#century  in#IN#in  age#NN#age  of#IN#of  discovery#NN#discovery  .#SENT#. 

carbohydrate; a#DT#a  carbohydrate#NN#carbohydrate  is#VBZ#be  an#DT#an  organic#JJ#organic  compound#NN#compound  with#IN#with  the#DT#the  empirical#JJ#empirical  formula#NN#formula  cm#NN#cm  (#(#(  h2o#NN#h2o  )#)#)  n#NN#n  ,#,#,  that#WDT#that  is#VBZ#be  ,#,#,  consists#VVZ#consist  only#RB#only  of#IN#of  carbon#NN#carbon  ,#,#,  hydrogen#NN#hydrogen  and#CC#and  oxygen#NN#oxygen  ,#,#,  with#IN#with  it#PP#it  in#IN#in  a#DT#a  1#CD#1  :#:#:  2#CD#2  :#:#:  1#CD#1  atom#NN#atom  ratio#NN#ratio  .#SENT#.  carbohydrates#NNS#carbohydrate  can#MD#can  be#VB#be  viewed#VVN#view  as#IN#as  hydrates#NNS#hydrate  of#IN#of  carbon#NN#carbon  ,#,#,  hence#RB#hence  their#PP$#their  name#NN#name  .#SENT#.  structurally#RB#structurally  however#RB#however  ,#,#,  it#PP#it  is#VBZ#be  more#RBR#more  accurate#JJ#accurate  to#TO#to  view#VV#view  them#PP#them  as#IN#as  polyhydroxy#JJ#polyhydroxy  aldehydes#NNS#aldehyde  and#CC#and  ketones#NNS#ketone  .#SENT#.  the#DT#the  term#NN#term  is#VBZ#be  most#RBS#most  common#JJ#common  in#IN#in  biochemistry#NN#biochemistry  ,#,#,  where#WRB#where  it#PP#it  is#VBZ#be  a#DT#a  synonym#NN#synonym  of#IN#of  saccharide#NN#saccharide  .#SENT#. 

